county,munic_type,municipality,system,vendor,equipment,equipment_acc
COLUMBIA,TOWN,WEST POINT,Optical Scan,ES&S,M 100,ES&S AutoMARK
COLUMBIA,TOWN,WYOCENA,Optical Scan,ES&S,M 100,ES&S AutoMARK
COLUMBIA,VILLAGE,ARLINGTON,Optical Scan,ES&S,M 100,ES&S AutoMARK
COLUMBIA,VILLAGE,CAMBRIA,Optical Scan,ES&S,M 100,ES&S AutoMARK
COLUMBIA,VILLAGE,DOYLESTOWN,Optical Scan,ES&S,M 100,ES&S AutoMARK
COLUMBIA,VILLAGE,FALL RIVER,Optical Scan,ES&S,M 100,ES&S AutoMARK
COLUMBIA,VILLAGE,FRIESLAND,Optical Scan,ES&S,M 100,ES&S AutoMARK
COLUMBIA,VILLAGE,PARDEEVILLE,Optical Scan,ES&S,M 100,ES&S AutoMARK
COLUMBIA,VILLAGE,POYNETTE,Optical Scan,ES&S,M 100,ES&S AutoMARK
COLUMBIA,VILLAGE,RIO,Optical Scan,ES&S,M 100,ES&S AutoMARK
COLUMBIA,VILLAGE,WYOCENA,Optical Scan,ES&S,M 100,ES&S AutoMARK
COLUMBIA/ADAMS/SA,CITY,WISCONSIN DELLS,Optical Scan,ES&S,M100,ES&S AutoMARK
COLUMBIA/DODGE,CITY,COLUMBUS,Optical Scan,ES&S,M 100,ES&S AutoMARK
COLUMBIA/DODGE,VILLAGE,RANDOLPH,Optical Scan,ES&S,M 100,ES&S AutoMARK
CRAWFORD,CITY,PRAIRIE DU CHIEN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
CRAWFORD,TOWN,BRIDGEPORT,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
CRAWFORD,TOWN,CLAYTON,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
CRAWFORD,TOWN,EASTMAN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
CRAWFORD,TOWN,FREEMAN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
CRAWFORD,TOWN,HANEY,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
CRAWFORD,TOWN,MARIETTA,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
CRAWFORD,TOWN,PRAIRIE DU CHIEN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
CRAWFORD,TOWN,SCOTT,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
CRAWFORD,TOWN,SENECA,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
CRAWFORD,TOWN,UTICA,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
CRAWFORD,TOWN,WAUZEKA,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
CRAWFORD,VILLAGE,BELL CENTER,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
CRAWFORD,VILLAGE,EASTMAN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
CRAWFORD,VILLAGE,FERRYVILLE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
CRAWFORD,VILLAGE,GAYS MILLS,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
CRAWFORD,VILLAGE,LYNXVILLE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
CRAWFORD,VILLAGE,MT. STERLING,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
CRAWFORD,VILLAGE,SOLDIERS GROVE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
CRAWFORD,VILLAGE,STEUBEN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
CRAWFORD,VILLAGE,WAUZEKA,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
CRAWFORD/VERNON,VILLAGE,DE SOTO,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
DANE,CITY,FITCHBURG,Optical Scan,ES&S,Eagle (w/ modem & no,ES&S AutoMARK
DANE,CITY,MADISON,Optical Scan,ES&S,Eagle,ES&S AutoMARK
DANE,CITY,MIDDLETON,Optical Scan,ES&S,Eagle,ES&S AutoMARK
DANE,CITY,MONONA,Optical Scan,ES&S,Eagle (w/ modem & no,ES&S AutoMARK
DANE,CITY,STOUGHTON,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
DANE,CITY,SUN PRAIRIE,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
DANE,CITY,VERONA,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
DANE,TOWN,ALBION,Optical Scan,ES&S,Eagle,ES&S AutoMARK
DANE,TOWN,BERRY,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
DANE,TOWN,BLACK EARTH,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
DANE,TOWN,BLOOMING GROVE,Optical Scan,ES&S,Eagle,ES&S AutoMARK
DANE,TOWN,BLUE MOUNDS,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
DANE,TOWN,BRISTOL,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
DANE,TOWN,BURKE,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
DANE,TOWN,CHRISTIANA,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
DANE,TOWN,COTTAGE GROVE,Optical Scan,ES&S,Eagle,ES&S AutoMARK
DANE,TOWN,CROSS PLAINS,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
DANE,TOWN,DANE,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
DANE,TOWN,DEERFIELD,Optical Scan,ES&S,Eagle,ES&S AutoMARK
DANE,TOWN,DUNKIRK,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
DANE,TOWN,DUNN,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
DANE,TOWN,MADISON,Optical Scan,ES&S,Eagle (w/ modem & no,ES&S AutoMARK
DANE,TOWN,MAZOMANIE,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
DANE,TOWN,MEDINA,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
DANE,TOWN,MIDDLETON,Optical Scan,ES&S,Eagle,ES&S AutoMARK
DANE,TOWN,MONTROSE,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
DANE,TOWN,OREGON,Optical Scan,ES&S,Eagle,ES&S AutoMARK
DANE,TOWN,PERRY,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
DANE,TOWN,PLEASANT SPRINGS,Optical Scan,ES&S,Eagle,ES&S AutoMARK
DANE,TOWN,PRIMROSE,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
DANE,TOWN,ROXBURY,Optical Scan,ES&S,Eagle,ES&S AutoMARK
DANE,TOWN,RUTLAND,Optical Scan,ES&S,Eagle,ES&S AutoMARK
DANE,TOWN,SPRINGDALE,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
DANE,TOWN,SPRINGFIELD,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
DANE,TOWN,SUN PRAIRIE,Optical Scan,ES&S,Eagle,ES&S AutoMARK
DANE,TOWN,VERMONT,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
DANE,TOWN,VERONA,Optical Scan,ES&S,Eagle,ES&S AutoMARK
DANE,TOWN,VIENNA,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
DANE,TOWN,WESTPORT,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
DANE,TOWN,WINDSOR,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
DANE,TOWN,YORK,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
DANE,VILLAGE,BLACK EARTH,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
DANE,VILLAGE,BLUE MOUNDS,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
DANE,VILLAGE,COTTAGE GROVE,Optical Scan,ES&S,Eagle,ES&S AutoMARK
DANE,VILLAGE,CROSS PLAINS,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
DANE,VILLAGE,DANE,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
DANE,VILLAGE,DEERFIELD,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
DANE,VILLAGE,DEFOREST,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
DANE,VILLAGE,MAPLE BLUFF,Optical Scan,ES&S,Eagle,ES&S AutoMARK
DANE,VILLAGE,MARSHALL,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
DANE,VILLAGE,MAZOMANIE,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
DANE,VILLAGE,MCFARLAND,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
DANE,VILLAGE,MT HOREB,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
DANE,VILLAGE,OREGON,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
DANE,VILLAGE,ROCKDALE,Optical Scan,ES&S,Eagle,ES&S AutoMARK
DANE,VILLAGE,SHOREWOOD HILLS,Optical Scan,ES&S,Eagle,ES&S AutoMARK
DANE,VILLAGE,WAUNAKEE,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
DANE/GREEN,VILLAGE,BELLEVILLE,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
DANE/GREEN,VILLAGE,BROOKLYN,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
DANE/JEFFERSON,VILLAGE,CAMBRIDGE,Optical Scan,ES&S,Eagle w/ modem,ES&S AutoMARK
DODGE,CITY,BEAVER DAM,Optical Scan,Premier,Accuvote- OS 1.96.6,Premier AccuVote TSX
DODGE,CITY,FOX LAKE,Optical Scan,Premier,Accuvote- OS 1.96.6,Premier AccuVote TSX
DODGE,CITY,HORICON,Optical Scan,Premier,Accuvote- OS 1.96.6,Premier AccuVote TSX
DODGE,CITY,JUNEAU,Optical Scan,Premier,Accuvote- OS 1.96.6,Premier AccuVote TSX
DODGE,CITY,MAYVILLE,Optical Scan,Premier,Accuvote- OS 1.96.6,Premier AccuVote TSX
DODGE,TOWN,ASHIPPUN,Optical Scan,Premier,Accuvote- OS 1.96.6,Premier AccuVote TSX
DODGE,TOWN,BEAVER DAM,Optical Scan,Premier,Accuvote- OS 1.96.6,Premier AccuVote TSX
DODGE,TOWN,BURNETT,Optical Scan,Premier,Accuvote- OS 1.96.6,Premier AccuVote TSX
DODGE,TOWN,CALAMUS,Optical Scan,Premier,Accuvote- OS 1.96.6,Premier AccuVote TSX
DODGE,TOWN,CHESTER,Optical Scan,Premier,Accuvote- OS 1.96.6,Premier AccuVote TSX
DODGE,TOWN,CLYMAN,Optical Scan,Premier,Accuvote- OS 1.96.6,Premier AccuVote TSX
DODGE,TOWN,ELBA,Optical Scan,Premier,Accuvote- OS 1.96.6,Premier AccuVote TSX
DODGE,TOWN,EMMET,Optical Scan,Premier,Accuvote- OS 1.96.6,Premier AccuVote TSX
DODGE,TOWN,FOX LAKE,Optical Scan,Premier,Accuvote- OS 1.96.6,Premier AccuVote TSX
DODGE,TOWN,HERMAN,Optical Scan,Premier,Accuvote- OS 1.96.6,Premier AccuVote TSX
DODGE,TOWN,HUBBARD,Optical Scan,Premier,Accuvote- OS 1.96.6,Premier AccuVote TSX
DODGE,TOWN,HUSTISFORD,Optical Scan,Premier,Accuvote- OS 1.96.6,Premier AccuVote TSX
DODGE,TOWN,LEBANON,Optical Scan,Premier,Accuvote- OS 1.96.6,Premier AccuVote TSX
DODGE,TOWN,LEROY,Optical Scan,Premier,Accuvote- OS 1.96.6,Premier AccuVote TSX
DODGE,TOWN,LOMIRA,Optical Scan,Premier,Accuvote- OS 1.96.6,Premier AccuVote TSX
DODGE,TOWN,LOWELL,Optical Scan,Premier,Accuvote- OS 1.96.6,Premier AccuVote TSX
DODGE,TOWN,OAK GROVE,Optical Scan,Premier,Accuvote- OS 1.96.6,Premier AccuVote TSX
DODGE,TOWN,PORTLAND,Optical Scan,Premier,Accuvote- OS 1.96.6,Premier AccuVote TSX
DODGE,TOWN,RUBICON,Optical Scan,Premier,Accuvote- OS 1.96.6,Premier AccuVote TSX
DODGE,TOWN,SHIELDS,Optical Scan,Premier,Accuvote- OS 1.96.6,Premier AccuVote TSX
DODGE,TOWN,THERESA,Optical Scan,Premier,Accuvote- OS 1.96.6,Premier AccuVote TSX
DODGE,TOWN,TRENTON,Optical Scan,Premier,Accuvote- OS 1.96.6,Premier AccuVote TSX
DODGE,TOWN,WESTFORD,Optical Scan,Premier,Accuvote- OS 1.96.6,Premier AccuVote TSX
DODGE,TOWN,WILLIAMSTOWN,Optical Scan,Premier,Accuvote- OS 1.96.6,Premier AccuVote TSX
DODGE,VILLAGE,NEOSHO,Optical Scan,Premier,Accuvote- OS 1.96.6,Premier AccuVote TSX
DODGE,VILLAGE,BROWNSVILLE,Optical Scan,Premier,Accuvote- OS 1.96.6,Premier AccuVote TSX
DODGE,VILLAGE,CLYMAN,Optical Scan,Premier,Accuvote- OS 1.96.6,Premier AccuVote TSX
DODGE,VILLAGE,HUSTISFORD,Optical Scan,Premier,Accuvote- OS 1.96.6,Premier AccuVote TSX
DODGE,VILLAGE,IRON RIDGE,Optical Scan,Premier,Accuvote- OS 1.96.6,Premier AccuVote TSX
DODGE,VILLAGE,KEKOSKEE,Optical Scan,Premier,Accuvote- OS 1.96.6,Premier AccuVote TSX
DODGE,VILLAGE,LOMIRA,Optical Scan,Premier,Accuvote- OS 1.96.6,Premier AccuVote TSX
DODGE,VILLAGE,LOWELL,Optical Scan,Premier,Accuvote- OS 1.96.6,Premier AccuVote TSX
DODGE,VILLAGE,REESEVILLE,Optical Scan,Premier,Accuvote- OS 1.96.6,Premier AccuVote TSX
DODGE,VILLAGE,THERESA,Optical Scan,Premier,Accuvote- OS 1.96.6,Premier AccuVote TSX
DODGE/FOND DU LAC,CITY,WAUPUN,Optical Scan,Premier,Accuvote- OS 1.96.6,Premier AccuVote TSX
DODGE/WASHINGTON,CITY,HARTFORD,Optical Scan,Premier,Accuvote- OS 1.96.6,Premier AccuVote TSX
DOOR,CITY,STURGEON BAY,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
DOOR,TOWN,BAILEYS HARBOR,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
DOOR,TOWN,BRUSSELS,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
DOOR,TOWN,CLAY BANKS,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
DOOR,TOWN,EGG HARBOR,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
DOOR,TOWN,FORESTVILLE,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
DOOR,TOWN,GARDNER,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
DOOR,TOWN,GIBRALTAR,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
DOOR,TOWN,JACKSONPORT,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
DOOR,TOWN,LIBERTY GROVE,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
DOOR,TOWN,NASEWAUPEE,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
DOOR,TOWN,SEVASTOPOL,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
DOOR,TOWN,STURGEON BAY,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
DOOR,TOWN,UNION,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
DOOR,TOWN,WASHINGTON,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
DOOR,VILLAGE,EGG HARBOR,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
DOOR,VILLAGE,EPHRAIM,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
DOOR,VILLAGE,FORESTVILLE,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
DOOR,VILLAGE,SISTER BAY,Optical Scan,Premier,AccuVote-ES 2000,Premier AccuVote TSX
DOUGLAS,CITY,SUPERIOR,Optical Scan,ES&S,M 100,ES&S AutoMARK
DOUGLAS,TOWN,AMNICON,Optical Scan,ES&S,M 100,ES&S AutoMARK
DOUGLAS,TOWN,BENNETT,Optical Scan,ES&S,M 100,ES&S AutoMARK
DOUGLAS,TOWN,BRULE,Optical Scan,ES&S,M 100,ES&S AutoMARK
DOUGLAS,TOWN,CLOVERLAND,Optical Scan,ES&S,M 100,ES&S AutoMARK
DOUGLAS,TOWN,DAIRYLAND,Optical Scan,ES&S,M 100,ES&S AutoMARK
DOUGLAS,TOWN,GORDON,Optical Scan,ES&S,M 100,ES&S AutoMARK
DOUGLAS,TOWN,HAWTHORNE,Optical Scan,ES&S,M 100,ES&S AutoMARK
DOUGLAS,TOWN,HIGHLAND,Optical Scan,ES&S,M 100,ES&S AutoMARK
DOUGLAS,TOWN,LAKESIDE,Optical Scan,ES&S,M 100,ES&S AutoMARK
DOUGLAS,TOWN,MAPLE,Optical Scan,ES&S,M 100,ES&S AutoMARK
DOUGLAS,TOWN,OAKLAND,Optical Scan,ES&S,M 100,ES&S AutoMARK
DOUGLAS,TOWN,PARKLAND,Optical Scan,ES&S,M 100,ES&S AutoMARK
DOUGLAS,TOWN,SOLON SPRINGS,Optical Scan,ES&S,M 100,ES&S AutoMARK
DOUGLAS,TOWN,SUMMIT,Optical Scan,ES&S,M 100,ES&S AutoMARK
DOUGLAS,TOWN,SUPERIOR,Optical Scan,ES&S,M 100,ES&S AutoMARK
DOUGLAS,TOWN,WASCOTT,Optical Scan,ES&S,M 100,ES&S AutoMARK
DOUGLAS,VILLAGE,LAKE NEBAGAMON,Optical Scan,ES&S,M 100,ES&S AutoMARK
DOUGLAS,VILLAGE,OLIVER,Optical Scan,ES&S,M 100,ES&S AutoMARK
DOUGLAS,VILLAGE,POPLAR,Optical Scan,ES&S,M 100,ES&S AutoMARK
DOUGLAS,VILLAGE,SOLON SPRINGS,Optical Scan,ES&S,M 100,ES&S AutoMARK
DOUGLAS,VILLAGE,SUPERIOR,Optical Scan,ES&S,M 100,ES&S AutoMARK
DUNN,CITY,MENOMONIE,Optical Scan,Sequoia,Optech Insight,SEQ-AVC Edge II 5.0.24
DUNN,TOWN,COLFAX,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
DUNN,TOWN,DUNN,Optical Scan,Sequoia,Optech Insight,SEQ-AVC Edge II 5.0.24
DUNN,TOWN,EAU GALLE,Optical Scan,Sequoia,Optech Insight,SEQ-AVC Edge II 5.0.24
DUNN,TOWN,ELK MOUND,Optical Scan,Sequoia,Optech Insight,SEQ-AVC Edge II 5.0.24
DUNN,TOWN,GRANT,Optical Scan,Sequoia,Optech Insight,SEQ-AVC Edge II 5.0.24
DUNN,TOWN,HAY RIVER,Optical Scan,Sequoia,Optech Insight,SEQ-AVC Edge II 5.0.24
DUNN,TOWN,LUCAS,Optical Scan,Sequoia,Optech Insight,SEQ-AVC Edge II 5.0.24
DUNN,TOWN,MENOMONIE,Optical Scan,Sequoia,Optech Insight,SEQ-AVC Edge II 5.0.24
DUNN,TOWN,NEW HAVEN,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
DUNN,TOWN,OTTER CREEK,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
DUNN,TOWN,PERU,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
DUNN,TOWN,RED CEDAR,Optical Scan,Sequoia,Optech Insight,SEQ-AVC Edge II 5.0.24
DUNN,TOWN,ROCK CREEK,Optical Scan,Sequoia,Optech Insight,SEQ-AVC Edge II 5.0.24
DUNN,TOWN,SAND CREEK,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
DUNN,TOWN,SHERIDAN,Optical Scan,Sequoia,Optech Insight,SEQ-AVC Edge II 5.0.24
DUNN,TOWN,SHERMAN,Paper Ballot,Sequoia,Optech Insight,SEQ-AVC Edge II 5.0.24
DUNN,TOWN,SPRING BROOK,Optical Scan,Sequoia,Optech Insight,SEQ-AVC Edge II 5.0.24
DUNN,TOWN,STANTON,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
DUNN,TOWN,TAINTER,Optical Scan,Sequoia,Optech Insight,SEQ-AVC Edge II 5.0.24
DUNN,TOWN,TIFFANY,Optical Scan,Sequoia,Optech Insight,SEQ-AVC Edge II 5.0.24
DUNN,TOWN,WESTON,Optical Scan,Sequioa,Optech Insight,SEQ-AVC Edge II 5.0.24
DUNN,TOWN,WILSON,Optical Scan,Sequoia,Optech Insight,SEQ-AVC Edge II 5.0.24
DUNN,VILLAGE,BOYCEVILLE,Optical Scan,Sequoia,Optech Insight,SEQ-AVC Edge II 5.0.24
DUNN,VILLAGE,COLFAX,Optical Scan,Sequioa,Optech Insight,SEQ-AVC Edge II 5.0.24
DUNN,VILLAGE,DOWNING,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
DUNN,VILLAGE,ELK MOUND,Optical Scan,Sequoia,Optech Insight,SEQ-AVC Edge II 5.0.24
DUNN,VILLAGE,KNAPP,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
DUNN,VILLAGE,RIDGELAND,Optical Scan,Sequoia,Optech Insight,SEQ-AVC Edge II 5.0.24
DUNN,VILLAGE,WHEELER,Optical Scan,Sequoia,Optech Insight,SEQ-AVC Edge II 5.0.24
EAU CLAIRE,CITY,ALTOONA,Optical Scan,Command Central,Eagle,SEQ-AVC Edge II 5.0.24
EAU CLAIRE,CITY,AUGUSTA,Optical Scan,Command Central,Eagle,SEQ-AVC Edge II 5.0.24
EAU CLAIRE,TOWN,BRIDGE CREEK,Optical Scan,Command Central,Eagle,SEQ-AVC Edge II 5.0.24
EAU CLAIRE,TOWN,BRUNSWICK,Optical Scan,Command Central,Eagle,SEQ-AVC Edge II 5.0.24
EAU CLAIRE,TOWN,CLEAR CREEK,Optical Scan,Command Central,Eagle (tally at CC office),SEQ-AVC Edge II 5.0.24
EAU CLAIRE,TOWN,DRAMMEN,Optical Scan,Command Central,Eagle (tally at CC office),SEQ-AVC Edge II 5.0.24
EAU CLAIRE,TOWN,FAIRCHILD,Optical Scan,Command Central,Eagle (tally at CC office),SEQ-AVC Edge II 5.0.24
EAU CLAIRE,TOWN,LINCOLN,Optical Scan,Command Central,Eagle,SEQ-AVC Edge II 5.0.24
EAU CLAIRE,TOWN,LUDINGTON,Optical Scan,Command Central,Eagle,SEQ-AVC Edge II 5.0.24
EAU CLAIRE,TOWN,OTTER CREEK,Optical Scan,Command Central,Eagle (tally at CC office),SEQ-AVC Edge II 5.0.24
EAU CLAIRE,TOWN,PLEASANT VALLEY,Optical Scan,Command Central,Eagle,SEQ-AVC Edge II 5.0.24
EAU CLAIRE,TOWN,SEYMOUR,Optical Scan,Command Central,Eagle,SEQ-AVC Edge II 5.0.24
EAU CLAIRE,TOWN,UNION,Optical Scan,Command Central,Eagle,SEQ-AVC Edge II 5.0.24
EAU CLAIRE,TOWN,WASHINGTON,Optical Scan,Command Central,Eagle,SEQ-AVC Edge II 5.0.24
EAU CLAIRE,TOWN,WILSON,Optical Scan,Command Central,Eagle (tally at CC office),SEQ-AVC Edge II 5.0.24
EAU CLAIRE,VILLAGE,FAIRCHILD,Optical Scan,Command Central,Eagle (tally at CC office),SEQ-AVC Edge II 5.0.24
EAU CLAIRE,VILLAGE,FALL CREEK,Optical Scan,Command Central,Eagle,SEQ-AVC Edge II 5.0.24
EAU,CITY,EAU CLAIRE,Optical Scan,Command Central,Eagle,SEQ-AVC Edge II 5.0.24
FLORENCE,TOWN,AURORA,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
FLORENCE,TOWN,COMMONWEALTH,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
FLORENCE,TOWN,FENCE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
FLORENCE,TOWN,FERN,Paper Ballot,,,Populex
FLORENCE,TOWN,FLORENCE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
FLORENCE,TOWN,HOMESTEAD,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
FLORENCE,TOWN,LONG LAKE,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
FLORENCE,TOWN,TIPLER,Paper Ballot,,,SEQ-AVC Edge II 5.0.24
FOND DU LAC,CITY,FOND DU LAC,Optical Scan,ES&S,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
FOND DU LAC,CITY,RIPON,Optical Scan,ES&S,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
FOND DU LAC,TOWN,ALTO,Optical Scan,ES&S,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
FOND DU LAC,TOWN,ASHFORD,Optical Scan,ES&S,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
FOND DU LAC,TOWN,AUBURN,Optical Scan,ES&S,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
FOND DU LAC,TOWN,BYRON,Optical Scan,ES&S,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
FOND DU LAC,TOWN,CALUMET,Optical Scan,ES&S,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
FOND DU LAC,TOWN,EDEN,Optical Scan,ES&S,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
FOND DU LAC,TOWN,ELDORADO,Optical Scan,ES&S,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
FOND DU LAC,TOWN,EMPIRE,Optical Scan,ES&S,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
FOND DU LAC,TOWN,FOND DU LAC,Optical Scan,ES&S,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
FOND DU LAC,TOWN,FOREST,Optical Scan,ES&S,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
FOND DU LAC,TOWN,FRIENDSHIP,Optical Scan,ES&S,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
FOND DU LAC,TOWN,LAMARTINE,Optical Scan,ES&S,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
FOND DU LAC,TOWN,MARSHFIELD,Optical Scan,ES&S,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
FOND DU LAC,TOWN,METOMEN,Optical Scan,ES&S,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
FOND DU LAC,TOWN,OAKFIELD,Optical Scan,ES&S,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
FOND DU LAC,TOWN,OSCEOLA,Optical Scan,ES&S,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
FOND DU LAC,TOWN,RIPON,Optical Scan,ES&S,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
FOND DU LAC,TOWN,ROSENDALE,Optical Scan,ES&S,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
FOND DU LAC,TOWN,SPRINGVALE,Optical Scan,ES&S,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
FOND DU LAC,TOWN,TAYCHEEDAH,Optical Scan,ES&S,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
FOND DU LAC,TOWN,WAUPUN,Optical Scan,ES&S,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
FOND DU LAC,VILLAGE,BRANDON,Optical Scan,ES&S,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
FOND DU LAC,VILLAGE,CAMPBELLSPORT,Optical Scan,ES&S,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
FOND DU LAC,VILLAGE,EDEN,Optical Scan,ES&S,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
FOND DU LAC,VILLAGE,FAIRWATER,Optical Scan,ES&S,Eagle w/ modem,SEQ-AVC Edge II 5.0.24
